Fall,College,Major_Name,Total,Female,Male,MFRatio,Caucasian,Asian American,African American,Hispanic,Native American
2016,Aces,Food Science & Human Nutrition,469,367,102,0.28,215,72,29,40,0
2016,Aces,Crop Sciences,255,104,151,1.45,169,4,5,8,0
2016,Aces,Animal Sciences,601,494,107,0.22,373,47,31,97,0
2016,Aces,Agricultural & Biological Engr,101,36,65,1.81,54,15,4,3,0
2016,Aces,Agricultural & Applied Econ,82,33,49,1.48,12,4,2,1,0
2016,Aces,Agric Leadership & Sci Educ,76,51,25,0.49,70,0,2,2,0
2016,Aces,Agr & Consumer Economics,675,211,464,2.2,462,68,25,51,1
2016,Fine And Applied Arts,Nondegree,29,12,17,1.42,17,4,0,4,0
2016,Applied Health Sciences,Public Health,29,21,8,0.38,13,8,2,3,0
2016,Fine And Applied Arts,Graphic Design,159,115,44,0.38,83,27,6,17,0
2016,Fine And Applied Arts,Nondegree,98,44,54,1.23,1,0,0,0,0
2016,Education,Advertising,587,394,193,0.49,358,53,30,52,0
2016,Education,Actuarial Science,343,137,206,1.5,132,71,3,10,0
2016,Education,Accountancy,1330,712,618,0.87,466,218,26,68,0
2016,Dgs,Undeclared,3000,1244,1756,1.41,1219,454,331,484,3
2016,Business,Technology Management,119,42,77,1.83,11,5,2,2,0
2016,Business,Supply Chain Management,85,57,28,0.49,62,9,0,5,0
2016,Business,Marketing,230,142,88,0.62,131,40,15,25,0
2016,Applied Health Sciences,Speech & Hearing Science,343,320,23,0.07,254,25,8,36,0
2016,Business,Management,108,73,35,0.48,55,17,13,9,1
2016,Business,Information Sys & Info Tech,83,35,48,1.37,35,33,5,6,0
2016,Business,Finance,721,276,445,1.61,305,103,11,37,0
2016,Business,Curric Unassigned,1015,434,581,1.34,524,195,39,91,0
2016,Business,Business Administration (Mba),254,86,168,1.95,116,33,14,18,0
2016,Business,Business Administration,88,47,41,0.87,3,1,4,2,0
2016,Fine And Applied Arts,Dance,73,64,9,0.14,44,1,13,6,0
2016,Las,Microbiology,55,33,22,0.67,26,5,1,4,0
2016,Fine And Applied Arts,Industrial Design,186,106,80,0.75,62,34,5,15,0
2016,Las,Geology,103,27,76,2.81,58,7,4,8,0
2016,Las,Sociology,211,119,92,0.77,68,20,45,32,0
2016,Las,Psychology,1556,1144,412,0.36,673,243,138,248,0
2016,Las,Political Science,615,273,342,1.25,355,56,56,79,1
2016,Las,Plant Biology,37,22,15,0.68,19,2,0,3,0
2016,Las,Physics,395,65,330,5.08,154,57,4,23,0
2016,Las,Philosophy,91,23,68,2.96,40,10,10,12,0
2016,Fine And Applied Arts,Nondegree,202,112,90,0.8,58,15,9,9,0
2016,Las,Neuroscience,69,36,33,0.92,41,7,1,5,0
2016,Las,Molecular&Cell Bio-Undeclared,34,22,12,0.55,6,6,0,1,0
2016,Las,Molecular And Cellular Biology,997,544,453,0.83,463,317,49,92,0
2016,Las,Molecular & Integrative Physi,22,12,10,0.83,9,2,1,0,0
2016,Las,Mathematics,784,299,485,1.62,200,98,7,49,0
2016,Las,Math & Computer Science,305,54,251,4.65,87,86,2,11,0
2016,Las,Linguistics,124,84,40,0.48,61,17,3,17,0
2016,Las,Las - Undeclared,114,83,31,0.37,1,4,69,34,0
2016,Las,Integrative Biology,392,232,160,0.69,212,75,25,49,0
2016,Las,History,317,115,202,1.76,199,19,15,48,0
2016,Las,Spanish,137,103,34,0.33,62,1,10,39,0
2016,Las,Statistics,418,190,228,1.2,61,67,2,10,0
2016,Las,Statistics & Computer Science,142,39,103,2.64,27,75,0,2,0
2016,Fine And Applied Arts,Instrumental Music,78,48,30,0.62,56,6,3,7,0
2016,Ischool,Information Management,42,22,20,0.91,2,3,0,1,0
2016,Vetmed,Veterinary Medicine,528,453,75,0.17,442,25,3,20,1
2016,Vetmed,Vms-Veterinary Clinical Medcne,30,27,3,0.11,23,1,0,1,0
2016,Vetmed,Vms - Pathobiology,25,12,13,1.08,13,1,1,0,0
2016,Social Work,Social Work,511,442,69,0.16,306,31,58,80,0
2016,Fine And Applied Arts,Nondegree,21,12,9,0.75,7,0,1,0,0
2016,Media,Media And Cinema Studies,97,59,38,0.64,39,21,12,13,0
2016,Las,Teaching Of English Sec Lang,38,29,9,0.31,17,2,0,0,0
2016,Media,Journalism,209,133,76,0.57,116,16,28,28,1
2016,Media,Communications And Media,45,31,14,0.45,8,3,3,3,0
2016,Aces,Agricultural Communications,38,30,8,0.27,31,0,2,4,0
2016,Law,Law,530,236,294,1.25,238,47,28,33,0
2016,Labor And Industrial Relations,Human Res & Industrial Rels,186,127,59,0.46,64,13,14,11,1
2016,Ln,Nondegree-Ce,46,29,17,0.59,34,5,3,2,0
2016,Las,Global Studies,192,145,47,0.32,85,33,18,33,0
2016,Ischool,Library & Information Science,262,200,61,0.3,185,8,12,20,0
2016,Las,Geography & Geographic Info Sc,36,11,25,2.27,19,2,8,2,0
2016,Fine And Applied Arts,Urban Planning,101,55,46,0.84,34,8,5,8,0
2016,Las,Biology,723,445,278,0.62,313,222,57,85,0
2016,Las,Biochemistry,236,113,123,1.09,90,57,4,13,0
2016,Las,Atmospheric Sciences,108,36,72,2,60,4,4,12,0
2016,Las,Astronomy,105,42,63,1.5,50,12,2,6,0
2016,Fine And Applied Arts,Nondegree,38,19,19,1,33,1,1,0,0
2016,Graduate,Informatics,32,7,25,3.57,12,3,1,0,0
2016,Fine And Applied Arts,Urban Studies & Planning,43,19,24,1.26,20,2,1,7,0
2016,Fine And Applied Arts,Theatre,181,102,79,0.77,124,5,20,14,1
2016,Las,Biophysics & Quant Biology,20,6,14,2.33,3,3,0,2,0
2016,Fine And Applied Arts,Photography,21,18,3,0.17,11,0,3,4,0
2016,Fine And Applied Arts,Painting,30,24,6,0.25,13,2,5,2,0
2016,Fine And Applied Arts,Nondegree,32,16,16,1,6,2,1,1,0
2016,Fine And Applied Arts,Music Education,181,106,75,0.71,144,13,5,16,0
2016,Fine And Applied Arts,Music,348,155,193,1.25,167,21,9,20,0
2016,Fine And Applied Arts,Landscape Architecture,132,88,44,0.5,35,5,0,10,0
2016,Fine And Applied Arts,Voice,26,16,10,0.62,18,0,3,5,0
2016,Las,Cell And Developmental Biology,38,22,16,0.73,4,3,0,1,0
2016,Las,E Asian Languages & Cultures,74,54,20,0.37,24,17,0,7,0
2016,Las,Chemical Engineering,794,231,563,2.44,330,174,27,50,0
2016,Las,French,37,23,14,0.61,17,1,1,1,0
2016,Las,Entomology,41,16,25,1.56,28,1,2,2,0
2016,Las,English,435,311,124,0.4,277,36,23,62,3
2016,Las,Economics,1195,365,830,2.27,370,213,29,50,0
2016,Las,"Ecol, Evol, Conservation Biol ",38,23,15,0.65,25,2,2,4,0
2016,Fine And Applied Arts,Jazz Performance,37,5,32,6.4,21,3,7,0,0
2016,Las,"Earth, Soc, Env Sustainability ",149,78,71,0.91,78,16,7,25,3
2016,Las,General Curriculum,134,48,86,1.79,51,34,9,19,0
2016,Las,Creative Writing,108,70,38,0.54,65,3,17,14,0
2016,Las,Comparative Literature,24,18,6,0.33,15,0,2,2,0
2016,Las,Chemistry,836,335,501,1.5,367,144,35,77,2
2016,Las,Communication,750,471,279,0.59,396,43,89,123,1
2016,Las,Geography,50,20,30,1.5,13,2,1,2,0
2016,Las,Computer Sci & Astronomy,32,6,26,4.33,11,11,1,3,0
2016,Las,Computer Sci & Linguistics,53,17,36,2.12,18,20,2,5,0
2016,Las,Computer Sci & Chemistry,32,10,22,2.2,8,15,0,3,0
2015,Education,Secondary Education,22,10,12,1.2,14,6,0,2,0
2015,Engineering,Computer Science,1640,330,1310,3.97,445,412,17,42,1
2015,Engineering,Computer Engineering,1062,109,952,8.73,352,315,10,44,0
2015,Engineering,Civil Engineering,1319,343,976,2.85,481,135,21,79,0
2015,Engineering,Bioengineering,318,151,167,1.11,149,94,2,16,1
2015,Aces,Agricultural & Biological Engr,126,38,88,2.32,54,9,1,5,0
2015,Engineering,Aerospace Engineering,657,69,588,8.52,322,111,6,55,1
2015,Education,Special Education,172,155,17,0.11,132,7,6,17,0
2015,Education,Learning And Education Studies,27,22,5,0.23,12,2,7,2,0
2015,Engineering,Electrical & Computer Engr,503,74,429,5.8,101,47,6,9,0
2015,Education,Educational Psychology,51,36,15,0.42,22,6,1,2,1
2015,Education,Educational Policy Studies,126,78,48,0.62,22,9,59,16,1
2015,Education,"Educ Policy, Orgzn & Leadrshp ",95,62,33,0.53,54,1,22,7,0
2015,Education,Ed Organization And Leadership,80,56,24,0.43,54,5,7,4,1
2015,Education,Early Childhood Education,62,60,2,0.03,37,8,5,9,0
2015,Education,Elementary Education,378,353,25,0.07,268,47,11,40,0
2015,Fine And Applied Arts,Art Education,42,33,9,0.27,24,4,0,7,0
2015,Engineering,Electrical Engineering,1146,144,1002,6.96,360,287,18,51,1
2015,Engineering,Engineering,20,6,14,2.33,6,1,1,1,0
2015,Fine And Applied Arts,Architecture,172,67,105,1.57,80,17,1,6,0
2015,Fine And Applied Arts,Architectural Studies,402,182,220,1.21,177,47,17,53,1
2015,Engineering,Theoretical & Applied Mechans,47,8,39,4.88,17,3,0,1,0
2015,Las,Physics,261,58,203,3.5,92,23,1,10,0
2015,Engineering,"Nuclear, Plasma, Radiolgc Engr ",233,29,204,7.03,129,25,7,19,0
2015,Fine And Applied Arts,Nondegree,218,46,172,3.74,37,6,1,2,0
2015,Engineering,Mechanical Engineering,1251,182,1069,5.87,566,161,15,72,3
2015,Engineering,Materials Science & Engr,586,168,418,2.49,220,97,5,20,0
2015,Engineering,Industrial Engineering,337,90,247,2.74,110,48,6,5,0
2015,Engineering,Financial Engineering,122,31,91,2.94,4,7,0,1,0
2015,Engineering,Environ Engr In Civil Engr,100,54,46,0.85,36,7,1,7,0
2015,Engineering,Engineering Undeclared,147,30,117,3.9,75,38,4,8,0
2015,Engineering,Engineering Physics,248,30,218,7.27,136,37,2,13,1
2015,Engineering,Engineering Mechanics,112,11,101,9.18,45,15,0,11,0
2015,Education,Curriculum And Instruction,116,89,27,0.3,60,4,10,12,0
2015,Applied Health Sciences,"Recreation, Sport, And Tourism ",317,106,211,1.99,208,12,46,18,0
2015,Education,Anthropology,146,103,43,0.42,69,12,10,24,1
2015,Education,Advertising,589,403,186,0.46,365,57,27,44,0
2015,Applied Health Sciences,Community Health,615,468,147,0.31,250,106,131,97,0
2015,Applied Health Sciences,Audiology,28,24,4,0.17,21,5,2,0,0
2015,Aces,Nutritional Sciences,45,32,13,0.41,23,8,1,5,0
2015,Fine And Applied Arts,Nondegree,119,51,68,1.33,68,1,3,2,1
2015,Aces,Natural Resrcs & Environ Sci,235,111,124,1.12,141,13,8,21,0
2015,Aces,Natural Res & Env Sciences,83,37,46,1.24,67,1,2,2,0
2015,Aces,Human Development & Family St,198,174,24,0.14,109,16,26,33,0
2015,Aces,Food Science & Human Nutrition,493,374,119,0.32,243,68,32,37,0
2015,Aces,Crop Sciences,264,112,152,1.36,186,8,4,5,1
2015,Aces,Animal Sciences,620,497,123,0.25,406,45,29,81,0
2015,Aces,Agricultural & Biological Engr,98,34,64,1.88,50,14,6,5,0
2015,Aces,Agricultural & Applied Econ,83,36,47,1.31,19,3,2,1,0
2015,Aces,Agric Leadership & Sci Educ,55,34,21,0.62,49,0,2,3,0
2015,Aces,Agr & Consumer Economics,670,225,445,1.98,454,75,29,35,1
2015,Applied Health Sciences,Interdisciplinary Health Sci,200,160,40,0.25,96,26,19,39,1
2015,Applied Health Sciences,Kinesiology,621,356,265,0.74,406,68,35,62,2
2015,Fine And Applied Arts,Nondegree,21,11,10,0.91,12,3,0,1,0
2015,Business,Marketing,221,130,91,0.7,135,30,12,26,0
2015,Education,Actuarial Science,389,164,224,1.37,152,75,3,16,0
2015,Education,Accountancy,1422,735,687,0.93,526,205,29,63,0
2015,Dgs,Undeclared,2790,1140,1650,1.45,1237,449,211,419,2
2015,Business,Technology Management,138,59,79,1.34,20,10,1,0,0
2015,Business,Supply Chain Management,92,54,38,0.7,65,14,0,3,0
2015,Fine And Applied Arts,Nondegree,78,33,45,1.36,0,0,1,0,0
2015,Business,Management,100,62,38,0.61,55,15,10,9,0
2015,Applied Health Sciences,Public Health,24,20,4,0.2,12,5,3,3,0
2015,Business,Information Sys & Info Tech,47,19,28,1.47,20,22,2,1,0
2015,Business,Finance,705,250,455,1.82,327,86,15,34,0
2015,Business,Curric Unassigned,1026,462,564,1.22,493,202,44,99,1
2015,Business,Business Administration (Mba),288,85,203,2.39,123,38,19,13,1
2015,Business,Business Administration,89,51,38,0.75,4,1,4,1,0
2015,Applied Health Sciences,Speech & Hearing Science,350,334,16,0.05,259,27,10,35,0
2015,Fine And Applied Arts,Dance,70,57,13,0.23,44,3,12,4,0
2015,Fine And Applied Arts,Art And Design,42,29,13,0.45,27,1,0,4,0
2015,Las,Molecular&Cell Bio-Undeclared,34,18,16,0.89,10,2,1,1,0
2015,Las,Psychology,1480,1044,436,0.42,642,235,135,221,0
2015,Las,Political Science,628,258,370,1.43,362,53,64,82,0
2015,Las,Plant Biology,36,22,14,0.64,20,2,0,4,0
2015,Las,Physics,386,54,332,6.15,158,63,4,19,0
2015,Las,Philosophy,79,21,58,2.76,42,8,10,6,0
2015,Fine And Applied Arts,Nondegree,213,115,98,0.85,70,14,4,4,0
2015,Las,Neuroscience,67,35,32,0.91,36,9,2,4,0
2015,Las,Molecular And Cellular Biology,1041,524,517,0.99,499,314,48,91,0
2015,Las,Spanish,121,94,27,0.29,55,2,8,33,0
2015,Las,Molecular & Integrative Physi,25,13,12,0.92,10,3,1,1,0
2015,Las,Microbiology,55,33,22,0.67,26,5,1,5,0
2015,Las,Mathematics,759,294,465,1.58,203,100,8,46,1
2015,Las,Math & Computer Science,263,47,216,4.6,81,68,3,10,0
2015,Las,Linguistics,114,76,38,0.5,57,9,3,17,0
2015,Las,Las - Undeclared,135,95,40,0.42,2,8,71,48,0
2015,Las,Integrative Biology,402,249,153,0.61,231,76,23,41,0
2015,Las,Sociology,241,134,107,0.8,80,26,43,37,0
2015,Las,Statistics,336,143,193,1.35,69,44,4,10,0
2015,Las,Global Studies,202,151,51,0.34,100,32,10,30,0
2015,Media,Media And Cinema Studies,87,53,34,0.64,36,16,6,12,0
2015,Fine And Applied Arts,Graphic Design,94,75,19,0.25,60,12,2,7,0
2015,Vetmed,Veterinary Medicine,491,420,70,0.17,375,14,2,13,0
2015,Vetmed,Vms-Veterinary Clinical Medcne,38,30,8,0.27,29,2,0,2,0
2015,Vetmed,Vms - Pathobiology,21,9,12,1.33,11,2,0,0,0
2015,Social Work,Social Work,468,412,56,0.14,282,29,61,64,0
2015,Fine And Applied Arts,Nondegree,22,13,9,0.69,4,0,0,1,0
2015,Media,Journalism,141,88,53,0.6,73,11,22,20,0
2015,Las,Statistics & Computer Science,107,21,86,4.1,24,42,0,3,0
2015,Media,Communications And Media,40,27,13,0.48,8,1,2,3,0
2015,Aces,Agricultural Communications,41,33,8,0.24,35,0,2,3,0
2015,Law,Law,580,248,332,1.34,258,50,31,40,0
2015,Labor And Industrial Relations,Human Res & Industrial Rels,186,128,58,0.45,62,17,20,10,1
2015,Ln,Nondegree-Ce,52,36,16,0.44,38,0,6,2,0
2015,Las,Teaching Of English Sec Lang,39,27,12,0.44,18,1,0,0,0
2015,Las,History,301,128,173,1.35,197,14,13,42,0
2015,Ischool,Library & Information Science,268,195,73,0.37,193,6,12,20,0
2015,Las,Geology,112,27,85,3.15,67,6,2,12,0
2015,Fine And Applied Arts,Painting,20,16,4,0.25,9,0,4,0,0
2015,Las,Biochemistry,234,107,127,1.19,84,60,4,13,0
2015,Las,Atmospheric Sciences,111,46,65,1.41,66,7,5,10,0
2015,Las,Astronomy,82,35,47,1.34,39,9,0,4,0
2015,Fine And Applied Arts,Nondegree,46,21,25,1.19,36,2,2,0,0
2015,Graduate,Informatics,30,7,23,3.29,12,2,0,0,0
2015,Fine And Applied Arts,Voice,28,22,6,0.27,20,0,2,4,0
2015,Fine And Applied Arts,Urban Planning,142,80,62,0.78,63,9,10,7,0
2015,Fine And Applied Arts,Nondegree,30,15,15,1,6,0,3,2,0
2015,Fine And Applied Arts,Music Education,180,106,74,0.7,139,9,6,18,0
2015,Fine And Applied Arts,Music,341,164,177,1.08,164,17,6,19,0
2015,Fine And Applied Arts,Landscape Architecture,127,86,41,0.48,40,4,1,8,0
2015,Fine And Applied Arts,Jazz Performance,31,1,30,30,20,1,6,0,0
2015,Fine And Applied Arts,Instrumental Music,76,43,33,0.77,44,8,4,8,0
2015,Fine And Applied Arts,Industrial Design,132,79,53,0.67,48,26,5,11,0
2015,Las,Biology,730,428,302,0.71,332,204,55,87,1
2015,Fine And Applied Arts,Theatre,160,88,72,0.82,108,2,16,18,1
2015,Las,Cell And Developmental Biology,45,25,20,0.8,6,5,0,2,0
2015,Las,"Earth, Soc, Env Sustainability ",152,82,70,0.85,96,11,7,16,2
2015,Las,Chemical Engineering,768,219,549,2.51,341,168,23,43,0
2015,Las,Geography,39,16,23,1.44,13,1,0,1,0
2015,Las,General Curriculum,155,53,102,1.92,51,39,20,20,0
2015,Las,French,42,28,14,0.5,18,3,2,3,0
2015,Las,Entomology,42,19,23,1.21,29,1,2,2,0
2015,Las,English,439,304,135,0.44,286,43,18,54,2
2015,Las,Economics,1141,337,804,2.39,343,169,27,43,0
2015,Las,"Ecol, Evol, Conservation Biol ",34,20,14,0.7,23,1,2,3,1
2015,Las,Geography & Geographic Info Sc,37,10,27,2.7,20,3,5,3,0
2015,Las,E Asian Languages & Cultures,70,48,22,0.46,22,15,0,4,0
2015,Las,Creative Writing,91,58,33,0.57,54,7,14,8,0
2015,Las,Computer Sci & Linguistics,27,8,19,2.38,7,10,2,2,0
2015,Las,Computer Sci & Chemistry,27,9,18,2,8,12,0,1,0
2015,Las,Comparative Literature,22,16,6,0.38,13,1,0,2,0
2015,Las,Communication,786,473,313,0.66,429,53,100,102,1
2015,Las,Chemistry,881,354,527,1.49,386,154,26,75,2
2014,Education,Special Education,144,125,19,0.15,110,7,7,13,0
2014,Engineering,Electrical & Computer Engr,534,79,455,5.76,109,52,7,11,0
2014,Engineering,Computer Science,1596,291,1305,4.48,473,360,17,31,2
2014,Engineering,Computer Engineering,905,92,813,8.84,318,234,13,43,0
2014,Engineering,Civil Engineering,1294,322,972,3.02,507,128,17,71,0
2014,Engineering,Bioengineering,320,146,174,1.19,161,92,3,15,1
2014,Aces,Agricultural & Biological Engr,148,40,108,2.7,73,8,1,7,0
2014,Engineering,Aerospace Engineering,608,61,547,8.97,301,110,6,48,0
2014,Education,Educational Psychology,62,45,17,0.38,25,6,5,6,0
2014,Education,Elementary Education,216,200,16,0.08,161,26,4,17,0
2014,Engineering,Engineering Mechanics,93,8,85,10.62,46,12,0,10,0
2014,Education,Educational Policy Studies,155,91,64,0.7,36,9,70,19,1
2014,Education,Ed Organization And Leadership,101,66,35,0.53,66,6,12,7,1
2014,Education,Early Childhood Education,23,23,0,0,15,3,1,3,0
2014,Education,Curriculum And Instruction,112,90,22,0.24,55,6,13,12,0
2014,Fine And Applied Arts,Art And Design,37,26,11,0.42,24,0,0,3,0
2014,Engineering,Engineering Physics,231,21,210,10,137,28,2,13,0
2014,Las,Physics,257,50,207,4.14,98,20,1,8,0
2014,Education,Advertising,603,421,182,0.43,404,49,26,39,0
2014,Fine And Applied Arts,Art Education,49,36,13,0.36,32,3,1,6,0
2014,Fine And Applied Arts,Architecture,158,61,97,1.59,82,12,2,11,0
2014,Fine And Applied Arts,Architectural Studies,436,196,240,1.22,193,49,16,46,0
2014,Engineering,Theoretical & Applied Mechans,56,11,45,4.09,25,4,0,0,0
2014,Engineering,"Nuclear, Plasma, Radiolgc Engr ",215,30,185,6.17,123,23,5,17,0
2014,Engineering,Engineering Undeclared,118,45,73,1.62,66,27,4,8,0
2014,Fine And Applied Arts,Nondegree,228,52,176,3.38,44,3,3,4,1
2014,Engineering,Mechanical Engineering,1231,174,1057,6.07,564,150,11,62,3
2014,Engineering,Materials Science & Engr,600,165,435,2.64,224,91,5,20,0
2014,Engineering,Industrial Engineering,341,74,267,3.61,114,47,6,5,0
2014,Engineering,Financial Engineering,109,33,76,2.3,3,4,0,0,0
2014,Engineering,Environ Engr In Civil Engr,118,62,56,0.9,42,7,1,8,0
2014,Education,Anthropology,177,131,46,0.35,90,20,11,27,1
2014,Applied Health Sciences,Kinesiology,635,368,267,0.73,422,67,38,63,1
2014,Education,Actuarial Science,385,167,218,1.31,147,70,4,14,0
2014,Applied Health Sciences,Audiology,25,21,4,0.19,20,3,1,0,0
2014,Aces,Nutritional Sciences,43,31,12,0.39,26,4,0,4,0
2014,Fine And Applied Arts,Nondegree,136,60,76,1.27,81,0,1,3,1
2014,Aces,Natural Resrcs & Environ Sci,232,117,115,0.98,144,14,6,15,0
2014,Aces,Natural Res & Env Sciences,84,29,55,1.9,67,0,3,4,0
2014,Aces,Human Development & Family St,187,173,14,0.08,107,15,24,32,0
2014,Aces,Food Science & Human Nutrition,517,385,132,0.34,271,69,31,32,0
2014,Education,Accountancy,1490,758,732,0.97,586,219,30,68,0
2014,Aces,Crop Sciences,262,102,160,1.57,182,10,5,4,1
2014,Aces,Animal Sciences,632,498,134,0.27,416,42,27,83,0
2014,Aces,Agricultural & Biological Engr,100,32,68,2.12,56,17,7,7,0
2014,Aces,Agricultural & Applied Econ,67,30,37,1.23,18,1,0,2,0
2014,Aces,Agric Leadership & Sci Educ,55,33,22,0.67,46,1,4,3,0
2014,Aces,Agr & Consumer Economics,685,228,457,2,468,70,20,40,1
2014,Fine And Applied Arts,Graphic Design,81,62,19,0.31,54,13,1,3,0
2014,Applied Health Sciences,Community Health,644,478,166,0.35,273,114,139,82,0
2014,Applied Health Sciences,Interdisciplinary Health Sci,202,157,45,0.29,108,35,20,27,0
2014,Applied Health Sciences,Public Health,28,20,8,0.4,13,3,5,4,0
2014,Dgs,Undeclared,2649,1109,1540,1.39,1230,415,156,381,1
2014,Business,Technology Management,106,44,62,1.41,11,15,2,2,0
2014,Business,Supply Chain Management,90,40,50,1.25,69,12,0,4,0
2014,Fine And Applied Arts,Nondegree,73,22,51,2.32,0,0,1,0,0
2014,Business,Marketing,221,148,73,0.49,146,17,12,25,0
2014,Business,Management,103,58,45,0.78,63,11,8,9,0
2014,Business,Information Sys & Info Tech,51,14,37,2.64,27,15,4,1,0
2014,Business,Finance,626,219,407,1.86,284,72,13,33,0
2014,Business,Curric Unassigned,975,441,534,1.21,498,192,45,92,1
2014,Business,Business Administration (Mba),311,86,225,2.62,136,44,29,8,1
2014,Business,Business Administration,88,49,39,0.8,5,4,3,1,0
2014,Applied Health Sciences,Speech & Hearing Science,342,331,11,0.03,277,19,8,25,0
2014,Applied Health Sciences,"Recreation, Sport, And Tourism ",345,127,218,1.72,233,9,45,23,0
2014,Fine And Applied Arts,Dance,70,55,15,0.27,46,4,12,3,0
2014,Engineering,Electrical Engineering,1109,135,973,7.21,342,273,24,44,1
2014,Fine And Applied Arts,Industrial Design,113,59,54,0.92,45,24,5,6,0
2014,Las,Neuroscience,62,30,32,1.07,32,9,1,4,0
2014,Las,Psychology,1399,976,423,0.43,698,204,113,166,0
2014,Las,Political Science,688,270,418,1.55,390,59,70,101,0
2014,Las,Plant Biology,42,19,23,1.21,27,1,0,5,0
2014,Las,Physics,402,48,353,7.35,186,59,5,11,0
2014,Las,Philosophy,79,19,60,3.16,47,8,8,4,0
2014,Fine And Applied Arts,Nondegree,211,102,109,1.07,70,15,1,9,0
2014,Las,Molecular&Cell Bio-Undeclared,22,9,13,1.44,5,1,0,5,0
2014,Las,Molecular And Cellular Biology,1095,543,552,1.02,539,330,48,80,0
2014,Las,Molecular & Integrative Physi,22,12,10,0.83,11,3,1,0,0
2014,Las,Microbiology,54,33,21,0.64,26,3,1,4,0
2014,Las,Mathematics,699,251,448,1.78,202,72,14,38,2
2014,Las,Math & Computer Science,210,36,174,4.83,79,45,3,7,0
2014,Las,Linguistics,111,73,38,0.52,59,9,3,10,0
2014,Las,Las - Undeclared,165,98,67,0.68,4,9,100,47,0
